,loss,accuracy,val_loss,val_accuracy
0,1.1021578311920166,0.4415833353996277,1.032543420791626,0.4925000071525574
1,1.0007082223892212,0.5178333520889282,0.9958974123001099,0.5179166793823242
2,0.9846065044403076,0.5598333477973938,1.5850361585617065,0.5004166960716248
3,0.939937174320221,0.6294166445732117,1.0903739929199219,0.5091666579246521
4,0.8456012606620789,0.718500018119812,0.8019496202468872,0.7475000023841858
5,0.6515834331512451,0.8387500047683716,2.016780376434326,0.5649999976158142
6,0.5195857882499695,0.9034166932106018,0.4141339063644409,0.9449999928474426
7,0.45617133378982544,0.9318333268165588,1.1129403114318848,0.8025000095367432
8,0.41587474942207336,0.9469166398048401,0.3338794708251953,0.9770833253860474
9,0.39101114869117737,0.9542499780654907,0.33867040276527405,0.9729166626930237
10,0.3682847023010254,0.9618333578109741,0.3810202181339264,0.9583333134651184
11,0.3604300618171692,0.9623333215713501,0.33124232292175293,0.9775000214576721
12,0.3517025113105774,0.9629999995231628,0.3061988651752472,0.9816666841506958
13,0.33597251772880554,0.9699166417121887,0.3069552481174469,0.9825000166893005
14,0.330270916223526,0.968583345413208,0.2947729527950287,0.98458331823349
15,0.322709321975708,0.9704166650772095,0.28046634793281555,0.9879166483879089
16,0.30816641449928284,0.9754999876022339,0.2873823940753937,0.9850000143051147
17,0.3014143407344818,0.9758333563804626,0.29727914929389954,0.9770833253860474
18,0.296895295381546,0.9760000109672546,0.2750582695007324,0.9866666793823242
19,0.28700438141822815,0.9778333306312561,0.26639023423194885,0.987500011920929
20,0.28049466013908386,0.9797499775886536,0.28538888692855835,0.9783333539962769
21,0.2748960852622986,0.9799166917800903,0.261356383562088,0.9850000143051147
22,0.2705702781677246,0.9799166917800903,0.26202020049095154,0.9837499856948853
23,0.27128157019615173,0.9794999957084656,0.2504550814628601,0.9858333468437195
24,0.25880196690559387,0.9807500243186951,0.24102073907852173,0.9887499809265137
25,0.2521468997001648,0.9810000061988831,0.2448035627603531,0.9866666793823242
26,0.24830035865306854,0.9826666712760925,0.24224795401096344,0.987500011920929
27,0.2465110421180725,0.9819166660308838,0.23296727240085602,0.9887499809265137
28,0.24238741397857666,0.9816666841506958,0.2248915284872055,0.9900000095367432
29,0.24066971242427826,0.9808333516120911,0.22526712715625763,0.9887499809265137
30,0.23111405968666077,0.9838333129882812,0.2401779443025589,0.9791666865348816
31,0.22321654856204987,0.9859166741371155,0.25340890884399414,0.9758333563804626
32,0.22864748537540436,0.9838333129882812,0.249803364276886,0.9766666889190674
33,0.21787874400615692,0.9835000038146973,0.23487894237041473,0.9808333516120911
34,0.21728180348873138,0.9827499985694885,0.2308894395828247,0.9779166579246521
35,0.21549822390079498,0.984416663646698,0.2641061246395111,0.9608333110809326
36,0.20342561602592468,0.9863333106040955,0.23941197991371155,0.9754166603088379
37,0.20565395057201385,0.9851666688919067,0.1918470710515976,0.9916666746139526
38,0.19877664744853973,0.9867500066757202,0.2298603355884552,0.9779166579246521
39,0.19519244134426117,0.9865833520889282,0.20263953506946564,0.9850000143051147
40,0.1978667974472046,0.984666645526886,0.19612929224967957,0.98416668176651
41,0.19346553087234497,0.9854166507720947,0.1917261779308319,0.9866666793823242
42,0.18590624630451202,0.9879166483879089,0.1901874840259552,0.9887499809265137
43,0.17797990143299103,0.9884999990463257,0.19980676472187042,0.987500011920929
44,0.18134735524654388,0.9866666793823242,0.18456120789051056,0.9862499833106995
45,0.17933142185211182,0.9861666560173035,0.18279652297496796,0.9858333468437195
46,0.17411071062088013,0.9880833625793457,0.2055448442697525,0.9779166579246521
47,0.18245886266231537,0.9825000166893005,0.18232101202011108,0.9850000143051147
48,0.16781088709831238,0.9878333210945129,0.17517860233783722,0.9887499809265137
49,0.167867049574852,0.9871666431427002,0.17822349071502686,0.9829166531562805
50,0.16784696280956268,0.9866666793823242,0.1680782437324524,0.9879166483879089
51,0.16664934158325195,0.9865000247955322,0.16813918948173523,0.987500011920929
52,0.16050326824188232,0.987583339214325,0.16714856028556824,0.9870833158493042
53,0.15519900619983673,0.9899166822433472,0.15744709968566895,0.9891666769981384
54,0.1540326178073883,0.9884166717529297,0.18599961698055267,0.9791666865348816
55,0.1549004167318344,0.9883333444595337,0.15982137620449066,0.987500011920929
56,0.1488727331161499,0.9898333549499512,0.15378223359584808,0.9908333420753479
57,0.14696840941905975,0.9893333315849304,0.15049754083156586,0.9891666769981384
58,0.15350832045078278,0.9854999780654907,0.16465169191360474,0.9825000166893005
59,0.1471618264913559,0.9869999885559082,0.14349451661109924,0.9912499785423279
60,0.13977208733558655,0.9887499809265137,0.1843896359205246,0.9758333563804626
61,0.13604578375816345,0.9914166927337646,0.1504097431898117,0.9887499809265137
62,0.13762728869915009,0.9889166951179504,0.15636391937732697,0.98458331823349
63,0.13834959268569946,0.9903333187103271,0.14385166764259338,0.9908333420753479
64,0.13624167442321777,0.9898333549499512,0.14314255118370056,0.9887499809265137
65,0.13736189901828766,0.9878333210945129,0.1527961641550064,0.9866666793823242
66,0.13217537105083466,0.9904999732971191,0.1541876494884491,0.9854166507720947
67,0.13072924315929413,0.9890833497047424,0.1581965982913971,0.9829166531562805
68,0.12586678564548492,0.9900000095367432,0.14237858355045319,0.9883333444595337
69,0.12593680620193481,0.9895833134651184,0.30043211579322815,0.9337499737739563
70,0.12882569432258606,0.9894999861717224,0.1311604380607605,0.9895833134651184
71,0.12552954256534576,0.9901666641235352,0.16050457954406738,0.9804166555404663
72,0.13269144296646118,0.9857500195503235,0.14251556992530823,0.9854166507720947
73,0.12022147327661514,0.9898333549499512,0.1287464201450348,0.98458331823349
